A8C9AA7D-626C-4F8C-978E-172EE93AB22D,{'netflow': '->127.0.0.53:53'},2
0FAD3614-C6D4-4224-B0EB-C3BD6E4A29F6,{'subject': 'None pid:915'},31
D3D80300-1850-4868-A09A-541BC029D4C2,{'file': '/proc/52/cmdline'},271
791800A5-402D-4737-8DE4-88ED12B39ABD,{'subject': 'None pid:6629'},36
C02654D1-CFF4-4A5E-9FA5-5D4555AC24E8,{'file': '/proc/68/cmdline'},310
B2A509A1-87BB-4D31-BC79-E6B7AEA3F6F6,{'subject': 'None pid:6629'},49
AF04C876-592A-42DD-B681-0C2EFD11DEF6,{'file': '/proc/718/status'},936
C6D1464D-E0DD-4F21-9B1F-DCB95DC468F6,{'netflow': '->unix:/run/systemd/userdb/io.systemd.DynamicUser'},9
2901F3F3-9D33-4082-8D52-6734C6CC9453,{'netflow': '->10.0.2.3:53'},3
C38C199D-1C66-451F-99C8-A2A494B14C9D,{'file': '/proc/3216/status'},1092
FCC80667-80FE-4B12-8B44-4B818CCC6B40,{'netflow': '->'},10
654A6042-C085-4287-811E-0B445628A1A9,{'subject': 'None pid:6629'},23
323ED2A5-1E8D-4232-8FB9-E038E5B3201E,{'netflow': 'netlink:0/0->'},5
EE3174D4-FAF7-4B5A-A6E6-A401FC70BDD7,{'file': '/proc/298/cmdline'},775
E21CCAE3-6C57-4B8C-933B-A1DFF2342429,{'subject': 'None pid:6629'},34
