373ffb10-be01-4ab3-a03e-8df873a0dcd5,{'file': '\\Device\\HarddiskVolume1\\Windows\\System32\\winspool.drv'},236
efc8e9cd-038a-4290-9d7d-6cc4a9e1c702,{'subject': 'C:\\Windows\\Explorer.EXE'},286
d0bedf01-a23c-439b-8733-62a2eba50520,"{'subject': '""C:\\Program Files (x86)\\Microsoft\\Edge\\Application\\msedge.exe"" --no-startup-window'}",341
b2149f66-e885-4e67-991c-ffb62befc963,"{'subject': '""C:\\Program Files (x86)\\Microsoft\\Edge\\Application\\msedge.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=zh-CN --service-sandbox-type=none --no-pre-read-main-dll --startup-read-main-dll --metrics-shmem-handle=2380'}",345
6ceae84c-3624-4b1a-b58a-24c11f0a00db,{'file': 'i:WofCompressedDat'},599
ea67f9a5-7457-4a87-90ac-bcc5949e685c,{'file': 'C:\\Users\\victim\\Desktop\\desktop.ini'},600
e02ab5d2-48c2-4dbc-80c8-067e23c8217a,{'file': 'C:\\Users\\victim\\Documents\\desktop.ini'},601
af2d1fc1-2d41-4006-b65b-5edb2a4783bc,{'file': 'C:\\Users\\victim\\Music\\desktop.ini'},602
6e1cbe73-19e2-491e-9766-eb025080775f,{'file': 'C:\\Users\\victim\\Pictures\\desktop.ini'},603
bd87a822-b961-4a2a-9d6e-a9bbfebfa4a9,{'file': 'C:\\Users\\victim\\Videos\\desktop.ini'},604
a5f1ff09-4240-43be-8c6e-fe9aa85546ae,{'file': 'C:\\Users\\victim\\Downloads\\desktop.ini'},605
7d14e548-4efd-4bf6-84e7-cd3228eff8ef,{'file': 'C:\\Users\\victim\\OneDrive\\desktop.ini'},606
ac087386-cc0d-4498-b21f-460c4ece45e7,{'netflow': '192.168.56.102:57292->192.168.56.101:16415'},807
eb5c9e70-a67d-4db4-874d-1c521d93a081,{'netflow': '192.168.56.102:57548->192.168.56.101:16415'},825
399d27d1-00ba-4b6f-ae9a-92663a006c3d,{'netflow': '192.168.56.102:57804->192.168.56.101:16415'},826
f7485dc6-43cf-4065-b20c-f1c1ec3ee6b6,{'netflow': '192.168.56.102:58828->192.168.56.101:16415'},864
5e74fbff-750d-40f6-8b84-d2c51c71f202,{'netflow': '192.168.56.102:59084->192.168.56.101:16415'},865
87572acf-85a5-4863-a64a-1a4f9e7a0c0b,{'netflow': '192.168.56.102:59596->192.168.56.101:16415'},869
96df45e8-4238-4070-a847-6b6a0bf68a6d,{'netflow': '192.168.56.102:59852->192.168.56.101:16415'},870
0168ec71-b437-4bad-829b-e7a8f9211c4f,{'file': 'C:\\Users\\victim\\Downloads\\未确认 948164.crdownload'},890
637499a9-c1ff-4436-b763-cc0067cd9010,{'file': 'C:\\Users\\victim\\Downloads\\REASONABLE_GRASS.dll'},915
e88c4fc3-e73e-4c65-b084-6c5896000bf8,{'file': '\\Device\\Mup\\;VBoxMiniRdr\\'},944
8eb693dc-6738-4a06-bbbd-af6d9569c698,{'file': 'conhost.exe'},977
2106ee4f-f2fb-4374-9c8e-c28039c5aa92,{'file': 'cmd.exe'},983
5307bff3-0cec-4c04-90d4-8aa56d192a4c,{'file': 'C:\\Windows\\System32\\cmd.exe'},984
064bf9f2-29de-4bcc-baf0-07295ce58a74,{'file': 'C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe'},1645
cd6f9fcf-18aa-4f42-9761-dbe72a90404b,{'file': 'powershell.exe'},1647
