1c46604d-5a5d-4513-aad3-7af51ffaf483,{'netflow': '10.0.2.15:41675->192.168.56.101:47138'},1
0add1392-7dbe-4dcd-af1c-c5ab36b718c7,{'netflow': '10.0.2.15:41931->192.168.56.101:47138'},2
aa5de6d2-6938-4eb8-a6ae-6307fa5176ef,{'netflow': '10.0.2.15:42187->192.168.56.101:47138'},3
efc9dd0d-d73a-488f-aa69-1141a744093c,{'netflow': '10.0.2.15:43723->192.168.56.101:47138'},4
88fc6fa9-e3bc-4d99-9919-87a667b62704,{'netflow': '10.0.2.15:43979->192.168.56.101:47138'},5
986faf5f-8a92-4fa7-89ea-f057f775f1ff,{'netflow': '10.0.2.15:45259->192.168.56.101:47138'},6
6d1efeeb-4116-4289-a100-4d2abb8bef79,{'netflow': '10.0.2.15:45515->192.168.56.101:47138'},7
09f12445-947b-467f-9bc7-d3f29d50872b,{'netflow': '192.168.56.102:46795->192.168.56.101:47138'},8
491190d8-ccc2-4632-b0e2-3d88b048fdaf,{'netflow': '192.168.56.102:10700->192.168.56.101:16415'},9
a1154094-4bd7-4174-a380-fa665d939f57,{'netflow': '192.168.56.102:10956->192.168.56.101:16415'},10
6cedad66-156e-4745-a0c1-7123f1aa25ee,{'netflow': '192.168.56.102:15820->192.168.56.101:16415'},11
acaa443c-b329-4a8b-92dc-3d40e8799636,{'netflow': '192.168.56.102:16076->192.168.56.101:16415'},12
ef3970c7-f31b-4cab-bca6-a10027ebd376,{'netflow': '192.168.56.102:16332->192.168.56.101:16415'},13
d74cb6f2-2dcc-462a-8f8a-d0f4c9af91f6,{'netflow': '192.168.56.102:21452->192.168.56.101:16415'},14
c3053dce-a20e-4f88-86b7-8caca018eb4c,{'netflow': '192.168.56.102:29900->192.168.56.101:16415'},15
131213c1-4799-4ae9-b348-ca1623f07bfa,{'netflow': '192.168.56.102:32204->192.168.56.101:16415'},16
bce02b9e-8f79-4adb-84f1-3580554c4408,{'netflow': '192.168.56.102:35020->192.168.56.101:16415'},17
b1d533bc-5cd1-4c93-8a54-3b69d600f177,{'netflow': '192.168.56.102:36812->192.168.56.101:47138'},18
a8677a18-b829-4e09-89e5-4ef5fbd924ab,{'netflow': '192.168.56.102:40140->192.168.56.101:16415'},19
